Age;Gender;MarStat;Housing;Educ;Inc_Gr;Children;IQ;rate;cost_type;ID
53;0;2;3;1;2;1;161,7757161;0,05;Broker;1160
45;0;2;3;1;1;1;146,8941026;0,05;Broker;1161
41;0;2;3;1;2;1;125,2016049;0,05;Broker;1164
58;0;2;3;1;1;2;180;0,05;Broker;1166
58;0;2;3;1;1;2;177,0712806;0,05;Broker;1170
41;0;2;3;1;1;0;125,0691703;0,05;Broker;1173
49;0;2;3;1;2;2;156,7119307;0,05;Broker;1177
49;0;2;3;1;1;2;145,3408779;0,05;Broker;1181
55;0;2;3;4;4;2;168,8285728;0,05;Broker;1182
60;0;2;3;1;1;2;180;0,05;Broker;1183
53;0;2;3;1;1;2;167,1995862;0,05;Broker;1185
49;0;2;3;1;2;2;156,5023781;0,05;Broker;1186
42;0;2;3;1;1;0;133,733698;0,05;Broker;1190
48;0;2;3;1;1;2;151,0685208;0,05;Broker;1191
46;0;2;3;1;1;2;145,2271818;0,05;Broker;1195
60;0;2;3;1;1;2;180;0,05;Broker;1197
46;0;2;3;2;2;2;151,8724167;0,05;Broker;1200
53;0;2;3;4;4;0;164,2116412;0,05;Broker;1201
44;0;2;3;4;4;0;133,5969028;0,05;Broker;1203
48;0;2;3;1;1;0;142,6003664;0,05;Broker;1204
46;0;2;3;4;4;2;139,7789205;0,05;Broker;1207
42;0;2;3;1;2;2;118,9471588;0,05;Broker;1209
45;0;2;3;1;2;0;137,4645761;0,05;Broker;1214
44;0;2;3;1;2;2;139,5799769;0,05;Broker;1215
50;0;2;3;2;2;2;160,8313777;0,05;Broker;1221
55;0;2;3;2;2;2;172,454656;0,05;Broker;1223
42;0;2;3;1;1;0;136,0068988;0,05;Broker;1228
51;0;2;3;1;2;2;162,7446805;0,05;Broker;1229
42;0;2;3;1;1;2;122,604114;0,05;Broker;1230
62;0;2;3;1;1;2;180;0,05;Broker;1233
44;0;2;3;2;2;2;139,3949432;0,05;Broker;1235
45;0;2;3;1;2;2;145,0413906;0,05;Broker;1236
49;0;2;4;3;3;1;153,6714998;0,05;Broker;1238
56;0;2;4;3;3;1;169,8457567;0,05;Broker;1243
53;0;2;4;3;3;1;173,3205411;0,05;Broker;1250
49;0;2;4;3;3;2;147,0572897;0,05;Broker;1255
49;0;2;4;3;3;0;152,4270921;0,05;Broker;1260
49;0;2;4;3;3;3;152,656394;0,05;Broker;1266
48;0;2;4;3;3;0;147,6714734;0,05;Broker;1269
52;0;2;4;3;3;2;164,1617436;0,05;Broker;1272
51;0;2;4;3;3;2;157,4119909;0,05;Broker;1273
51;0;2;4;3;3;0;157,048398;0,05;Broker;1277
44;0;2;4;3;3;2;136,905;0,05;Broker;1278
47;0;2;4;3;3;2;144,650421;0,05;Broker;1280
44;0;2;4;3;4;1;136,7479363;0,05;Broker;1282
42;0;2;4;3;4;1;128,0588281;0,05;Broker;1283
44;0;2;4;3;4;1;135,7361713;0,05;Broker;1285
43;0;2;4;3;4;1;130,5125425;0,05;Broker;1286
48;0;2;4;3;4;1;147,5084863;0,05;Broker;1287
55;0;2;4;3;4;1;180;0,05;Broker;1289
52;0;2;4;3;4;1;170,726601;0,05;Broker;1290
46;0;2;4;3;4;1;141,6492474;0,05;Broker;1291
52;0;2;4;3;4;1;165,865821;0,05;Broker;1292
51;0;2;4;3;4;1;154,6797714;0,05;Broker;1294
43;0;2;4;3;4;2;134,0420478;0,05;Broker;1296
57;0;2;4;3;4;2;176,8010755;0,05;Broker;1298
41;0;2;4;3;4;2;127,8630186;0,05;Broker;1302
41;0;2;4;2;3;1;118,7471462;0,05;Broker;1309
52;0;2;4;2;3;1;161,5050703;0,05;Broker;1310
56;0;2;4;2;3;2;165,7406167;0,05;Broker;1312
52;0;2;4;1;1;1;161,4681173;0,05;Broker;1314
58;0;2;4;2;2;1;179,1493592;0,05;Broker;1320
60;0;2;4;1;1;1;180;0,05;Broker;1327
63;0;2;4;1;1;1;180;0,05;Broker;1332
42;0;2;4;2;2;1;137,272302;0,05;Broker;1334
41;0;2;4;4;4;1;129,0441558;0,05;Broker;1337
45;0;2;4;1;1;1;136,7788745;0,05;Broker;1340
47;0;2;4;1;2;1;148,1957556;0,05;Broker;1342
61;0;2;4;1;1;1;180;0,05;Broker;1345
62;0;2;4;4;4;1;180;0,05;Broker;1346
53;0;2;4;1;1;1;163,6733045;0,05;Broker;1347
42;0;2;4;2;2;2;121,325464;0,05;Broker;1349
59;0;2;4;4;4;2;180;0,05;Broker;1351
48;0;2;4;2;2;2;147,660875;0,05;Broker;1354
48;0;2;4;2;2;0;140,5183907;0,05;Broker;1355
64;0;2;4;1;1;0;180;0,05;Broker;1358
57;0;2;4;2;2;2;178,7639914;0,05;Broker;1359
53;0;2;4;4;4;2;162,7807376;0,05;Broker;1360
65;0;2;4;1;1;2;180;0,05;Broker;1366
43;0;2;4;4;4;0;132,6586977;0,05;Broker;1369
64;0;2;4;1;1;2;180;0,05;Broker;1370
53;0;2;4;1;1;0;167,4298614;0,05;Broker;1371
41;0;2;4;1;1;2;119,1505942;0,05;Broker;1373
60;0;2;4;1;2;0;180;0,05;Broker;1374
46;0;2;4;4;4;3;153,7485105;0,05;Broker;1376
41;0;2;4;4;4;0;130,1269422;0,05;Broker;1377
51;0;2;4;4;4;0;154,8600699;0,05;Broker;1379
42;0;2;4;1;1;2;135,8836303;0,05;Broker;1380
41;0;2;4;2;2;0;118,6930886;0,05;Broker;1381
54;0;2;4;1;1;2;169,4587113;0,05;Broker;1382
44;0;2;4;4;4;0;137,5398047;0,05;Broker;1384
60;0;2;4;4;4;2;180;0,05;Broker;1389
56;0;2;4;4;4;2;169,789093;0,05;Broker;1393
43;0;2;4;1;1;2;140,5308287;0,05;Broker;1396
49;0;2;4;1;2;0;155,5028464;0,05;Broker;1397
47;0;2;4;1;1;2;148,4222678;0,05;Broker;1400
43;0;2;4;1;2;2;135,0787812;0,05;Broker;1401
62;0;2;4;2;2;2;180;0,05;Broker;1402
48;0;2;4;1;1;2;144,6201889;0,05;Broker;1403
46;0;2;4;1;1;0;140,4039998;0,05;Broker;1404
52;0;2;4;1;2;3;159,1645618;0,05;Broker;1406
42;1;1;1;3;3;1;133,7743074;0,05;Broker;1407
48;1;1;2;3;3;1;149,5209465;0,05;Broker;1408
52;1;1;2;3;3;1;152,0453946;0,05;Broker;1409
43;1;1;1;3;3;1;137,4971126;0,05;Broker;1412
65;1;4;2;3;3;1;180;0,05;Broker;1414
55;1;4;1;3;3;1;172,1017399;0,05;Broker;1415
41;1;1;2;3;3;1;125,2032305;0,05;Broker;1416
58;1;1;2;3;3;1;180;0,05;Broker;1419
58;1;1;1;3;3;1;180;0,05;Broker;1420
48;1;4;2;3;3;1;150,9415389;0,05;Broker;1423
56;1;1;2;3;3;1;167,3995704;0,05;Broker;1429
54;1;1;2;3;3;1;171,4263112;0,05;Broker;1431
49;1;1;2;3;3;1;150,4367992;0,05;Broker;1433
64;1;1;1;3;3;1;180;0,05;Broker;1436
60;1;1;1;3;3;1;176,3110057;0,05;Broker;1437
41;1;1;1;3;3;1;116,4070746;0,05;Broker;1440
43;1;4;2;3;3;1;136,8683077;0,05;Broker;1442
57;1;4;1;3;3;1;180;0,05;Broker;1445
48;1;1;2;3;3;1;143,9658842;0,05;Broker;1447
57;1;4;1;3;3;1;180;0,05;Broker;1450
51;1;1;1;3;3;1;158,2529268;0,05;Broker;1453
62;1;4;2;3;3;1;180;0,05;Broker;1461
48;1;4;1;3;3;1;140,9926942;0,05;Broker;1463
61;1;1;2;3;3;1;180;0,05;Broker;1464
59;1;1;2;3;3;1;180;0,05;Broker;1466
48;1;1;1;3;3;1;153,0949534;0,05;Broker;1469
65;1;4;2;3;3;2;180;0,05;Broker;1472
45;1;4;1;3;3;3;142,3775144;0,05;Broker;1477
49;1;4;2;3;3;0;152,5324194;0,05;Broker;1483
47;1;1;1;3;3;2;159,9283429;0,05;Broker;1484
46;1;1;1;3;3;2;148,5481852;0,05;Broker;1485
52;1;4;1;3;3;2;156,0552266;0,05;Broker;1490
44;1;1;1;3;3;0;146,1365449;0,05;Broker;1491
50;1;4;1;3;3;2;147,6492817;0,05;Broker;1492
61;1;4;2;3;3;0;180;0,05;Broker;1495
48;1;4;1;3;3;0;142,3678525;0,05;Broker;1496
58;1;1;1;3;3;2;180;0,05;Broker;1497
48;1;4;1;3;3;2;146,7302122;0,05;Broker;1503
55;1;1;1;3;3;2;179,4295445;0,05;Broker;1506
59;1;4;1;3;3;2;180;0,05;Broker;1507
50;1;4;2;3;3;2;155,8523603;0,05;Broker;1508
47;1;1;2;3;3;2;148,3457142;0,05;Broker;1509
45;1;1;1;3;3;2;146,8378956;0,05;Broker;1511
58;1;1;2;3;3;2;180;0,05;Broker;1513
42;1;4;1;3;3;2;140,9128013;0,05;Broker;1514
44;1;1;1;3;3;0;134,4558149;0,05;Broker;1515
44;1;1;1;3;3;2;132,1363121;0,05;Broker;1517
53;1;1;1;3;3;3;148,2171415;0,05;Broker;1519
46;1;1;1;3;3;0;140,8547351;0,05;Broker;1522
48;1;1;1;3;3;0;150,1028172;0,05;Broker;1524
41;1;4;2;3;3;0;135,5217542;0,05;Broker;1525
63;1;1;1;3;3;2;180;0,05;Broker;1530
41;1;1;2;3;3;0;131,0224868;0,05;Broker;1532
48;1;4;2;3;3;0;152,952129;0,05;Broker;1533
44;1;1;2;3;3;0;143,4976985;0,05;Broker;1538
45;1;4;2;3;3;2;150,902287;0,05;Broker;1543
61;1;1;1;3;3;0;180;0,05;Broker;1544
60;1;1;2;3;3;2;180;0,05;Broker;1545
51;1;4;2;3;3;0;162,3417606;0,05;Broker;1549
45;1;1;2;3;3;0;127,7947102;0,05;Broker;1552
46;1;1;2;3;3;3;142,2566302;0,05;Broker;1553
44;1;1;1;3;3;0;142,0801583;0,05;Broker;1554
47;1;1;1;3;3;2;142,1903313;0,05;Broker;1555
42;1;4;1;3;3;0;128,8258374;0,05;Broker;1559
61;1;4;2;3;3;2;180;0,05;Broker;1562
52;1;4;2;3;3;2;161,539349;0,05;Broker;1564
56;1;4;2;3;3;2;173,399288;0,05;Broker;1567
44;1;1;1;3;3;2;146,9062004;0,05;Broker;1573
49;1;4;2;3;3;2;157,667444;0,05;Broker;1575
55;1;1;2;3;3;3;170,452958;0,05;Broker;1577
64;1;1;2;3;3;0;180;0,05;Broker;1582
56;1;4;1;3;3;2;175,9477358;0,05;Broker;1583
46;1;4;2;3;3;2;140,9903255;0,05;Broker;1584
55;1;1;2;3;3;0;173,2881096;0,05;Broker;1585
48;1;1;1;3;3;2;152,1124628;0,05;Broker;1586
52;1;1;2;3;3;2;160,7701692;0,05;Broker;1590
59;1;4;2;3;3;2;180;0,05;Broker;1592
53;1;4;2;3;3;0;163,0999563;0,05;Broker;1594
57;1;4;1;3;3;0;178,785666;0,05;Broker;1598
59;1;4;2;3;3;2;180;0,05;Broker;1600
48;1;4;1;3;3;2;138,4418446;0,05;Broker;1603
53;1;4;2;3;4;1;170,6504658;0,05;Broker;1607
55;1;1;2;3;4;1;171,0587217;0,05;Broker;1610
51;1;1;1;3;4;1;158,304457;0,05;Broker;1613
55;1;1;1;3;4;1;171,9729331;0,05;Broker;1620
48;1;4;2;3;4;1;146,9391164;0,05;Broker;1621
62;1;4;1;3;4;1;180;0,05;Broker;1628
60;1;1;1;3;4;1;180;0,05;Broker;1629
48;1;4;1;3;4;1;146,4533205;0,05;Broker;1632
42;1;1;1;3;4;1;127,3841774;0,05;Broker;1637
60;1;1;1;3;4;1;180;0,05;Broker;1642
51;1;1;2;3;4;1;154,8247937;0,05;Broker;1645
59;1;1;2;3;4;2;180;0,05;Broker;1650
49;1;4;2;3;4;0;155,6882458;0,05;Broker;1663
56;1;1;2;3;4;2;168,0215926;0,05;Broker;1665
55;1;1;2;3;4;0;164,4550046;0,05;Broker;1669
53;1;1;2;3;4;2;161,050795;0,05;Broker;1670
44;1;4;2;3;4;2;129,7190184;0,05;Broker;1671
59;1;1;1;3;4;2;180;0,05;Broker;1674
51;1;1;2;3;4;2;150,9335461;0,05;Broker;1675
57;1;4;1;3;4;2;175,6980839;0,05;Broker;1679
54;1;1;1;3;4;0;174,1188216;0,05;Broker;1686
52;1;1;1;3;4;2;164,9049417;0,05;Broker;1689
48;1;1;1;3;4;2;145,5395541;0,05;Broker;1691
44;1;1;1;3;4;0;134,9132955;0,05;Broker;1692
45;1;4;1;3;4;2;133,2239828;0,05;Broker;1694
54;1;1;2;3;4;0;174,7709281;0,05;Broker;1695
54;1;4;2;3;4;0;162,3093288;0,05;Broker;1697
57;1;1;1;3;4;0;171,5852035;0,05;Broker;1701
49;1;4;1;3;4;2;152,5329075;0,05;Broker;1708
62;1;4;2;3;4;2;180;0,05;Broker;1711
52;1;4;2;2;3;1;165,3987286;0,05;Broker;1712
51;1;4;2;2;3;1;155,2287075;0,05;Broker;1713
42;1;1;2;2;3;1;123,5421778;0,05;Broker;1716
65;1;4;2;2;3;1;180;0,05;Broker;1717
42;1;4;2;2;3;1;125,6125123;0,05;Broker;1718
57;1;1;1;2;3;1;171,15454;0,05;Broker;1720
52;1;4;2;2;3;1;160,1675962;0,05;Broker;1721
55;1;1;2;2;3;1;172,063847;0,05;Broker;1722
43;1;1;2;2;3;1;138,0708;0,05;Broker;1723
51;1;1;2;2;3;0;166,9177008;0,05;Broker;1727
41;1;1;2;2;3;2;126,6001539;0,05;Broker;1728
50;1;4;2;2;3;2;158,4026724;0,05;Broker;1730
49;1;4;2;2;3;3;159,4927716;0,05;Broker;1733
51;1;4;1;2;3;2;165,6766549;0,05;Broker;1737
55;1;4;3;3;3;1;173,114975;0,05;Broker;1743
53;1;1;3;3;3;1;162,923231;0,05;Broker;1746
62;1;4;3;3;3;1;180;0,05;Broker;1747
47;1;1;3;3;3;1;150,7679455;0,05;Broker;1750
51;1;4;3;3;3;1;152,0787005;0,05;Broker;1751
56;1;1;3;3;3;1;167,1334051;0,05;Broker;1752
51;1;4;3;3;3;1;154,4292245;0,05;Broker;1756
56;1;4;3;3;3;1;170,6774256;0,05;Broker;1757
48;1;1;3;3;3;1;150,6970164;0,05;Broker;1761
43;1;1;3;3;3;1;131,1551178;0,05;Broker;1763
62;1;4;3;3;3;1;180;0,05;Broker;1764
61;1;4;3;3;3;1;180;0,05;Broker;1770
47;1;1;3;3;3;1;140,8897639;0,05;Broker;1772
53;1;4;3;3;3;1;164,868967;0,05;Broker;1778
46;1;4;3;3;3;1;155,8883545;0,05;Broker;1779
50;1;1;3;3;3;2;156,5547868;0,05;Broker;1782
49;1;4;3;3;3;2;155,3984879;0,05;Broker;1785
65;1;1;3;3;3;2;180;0,05;Broker;1786
49;1;4;3;3;3;0;165,5721916;0,05;Broker;1795
56;1;4;3;3;3;3;172,0560764;0,05;Broker;1796
49;1;4;3;3;3;0;157,2406019;0,05;Broker;1801
49;1;4;3;3;3;2;151,5847398;0,05;Broker;1802
54;1;1;3;3;3;2;172,3519998;0,05;Broker;1804
55;1;1;3;3;3;2;154,0518504;0,05;Broker;1806
45;1;1;3;3;3;0;139,6235195;0,05;Broker;1807
60;1;1;3;3;3;2;180;0,05;Broker;1814
55;1;1;3;3;3;0;165,5282741;0,05;Broker;1815
50;1;1;3;3;3;0;159,4346796;0,05;Broker;1819
56;1;1;3;3;3;3;176,9067384;0,05;Broker;1825
49;1;4;3;3;3;0;156,551532;0,05;Broker;1827
54;1;1;3;3;3;0;164,806077;0,05;Broker;1828
45;1;1;3;3;3;2;139,8491513;0,05;Broker;1829
48;1;4;3;3;3;0;151,549685;0,05;Broker;1831
57;1;4;3;3;3;2;180;0,05;Broker;1832
43;1;1;3;3;3;0;136,2784842;0,05;Broker;1833
50;1;4;3;3;3;2;154,4502542;0,05;Broker;1834
59;1;1;3;3;4;1;180;0,05;Broker;1837
45;1;1;3;3;4;1;143,172827;0,05;Broker;1840
43;1;1;3;3;4;1;133,7960441;0,05;Broker;1841
52;1;4;3;3;4;1;159,8105404;0,05;Broker;1843
43;1;1;3;3;4;1;140,0037396;0,05;Broker;1844
43;1;1;3;3;4;1;138,4892817;0,05;Broker;1845
44;1;1;3;3;4;1;140,7156271;0,05;Broker;1846
50;1;4;3;3;4;1;159,2522679;0,05;Broker;1847
64;1;4;3;3;4;1;180;0,05;Broker;1848
53;1;1;3;3;4;1;167,022998;0,05;Broker;1850
61;1;1;3;3;4;1;180;0,05;Broker;1851
51;1;4;3;3;4;1;165,6035582;0,05;Broker;1853
52;1;4;3;3;4;1;160,1709149;0,05;Broker;1855
44;1;4;3;3;4;0;139,9128659;0,05;Broker;1859
47;1;4;3;3;4;2;153,4336336;0,05;Broker;1861
52;1;4;3;3;4;0;164,5181308;0,05;Broker;1862
47;1;4;3;3;4;2;143,0248243;0,05;Broker;1866
43;1;4;3;3;4;0;131,4053216;0,05;Broker;1867
63;1;1;3;3;4;3;180;0,05;Broker;1868
55;1;4;3;3;4;2;162,5887767;0,05;Broker;1870
48;1;1;3;3;4;2;150,2474223;0,05;Broker;1871
50;1;1;3;3;4;2;158,0095048;0,05;Broker;1873
64;1;1;3;3;4;2;180;0,05;Broker;1881
42;1;1;3;2;3;2;136,3277784;0,05;Broker;1888
41;1;4;3;2;3;2;125,4646555;0,05;Broker;1889
45;1;1;3;2;3;0;142,3346577;0,05;Broker;1892
53;1;4;3;2;3;2;162,0468295;0,05;Broker;1897
52;1;1;3;1;1;1;160,0058728;0,05;Broker;1904
53;1;1;3;1;1;1;164,973229;0,05;Broker;1909
45;1;1;3;4;4;1;147,3998299;0,05;Broker;1910
41;1;4;3;1;1;1;136,5630442;0,05;Broker;1911
53;1;4;3;4;4;1;163,7275315;0,05;Broker;1913
41;1;1;3;2;2;1;126,8839946;0,05;Broker;1917
57;1;4;3;2;2;1;165,1209491;0,05;Broker;1918
49;1;1;3;2;2;1;154,9711681;0,05;Broker;1920
55;1;1;3;1;1;1;167,5913034;0,05;Broker;1921
53;1;4;3;4;4;1;165,4626349;0,05;Broker;1925
56;1;4;3;1;2;1;170,1043786;0,05;Broker;1927
53;1;1;3;1;1;1;172,8468527;0,05;Broker;1928
51;1;4;3;2;2;1;161,183481;0,05;Broker;1930
51;1;4;3;1;1;1;160,4754912;0,05;Broker;1931
48;1;4;3;1;1;1;153,5847679;0,05;Broker;1936
55;1;1;3;2;2;1;171,7472855;0,05;Broker;1938
41;1;4;3;4;4;1;126,6311391;0,05;Broker;1939
49;1;1;3;2;2;1;149,0113605;0,05;Broker;1943
58;1;1;3;1;2;1;180;0,05;Broker;1944
46;1;1;3;1;2;1;142,1376334;0,05;Broker;1945
56;1;1;3;1;2;1;171,5390848;0,05;Broker;1946
43;1;4;3;1;1;1;133,4648845;0,05;Broker;1947
43;1;1;3;1;1;1;133,3896566;0,05;Broker;1949
41;1;4;3;1;1;1;132,512143;0,05;Broker;1962
52;1;1;3;1;2;1;168,2798281;0,05;Broker;1964
47;1;4;3;1;2;1;144,3332607;0,05;Broker;1965
41;1;4;3;1;1;1;131,9695952;0,05;Broker;1967
57;1;4;3;1;1;1;179,9481798;0,05;Broker;1970
43;1;4;3;1;1;1;140,3999718;0,05;Broker;1973
58;1;4;3;1;1;1;171,4028715;0,05;Broker;1978
45;1;4;3;1;2;1;140,8124465;0,05;Broker;1979
56;1;4;3;4;4;3;175,1111891;0,05;Broker;1980
43;1;4;3;1;1;2;133,9939467;0,05;Broker;1983
56;1;4;3;1;1;3;180;0,05;Broker;1984
47;1;4;3;2;2;2;153,0602515;0,05;Broker;1985
45;1;4;3;1;2;2;142,4706664;0,05;Broker;1995
63;1;1;3;1;1;2;180;0,05;Broker;1996
59;1;1;3;1;1;2;180;0,05;Broker;1998
47;1;4;3;1;2;3;149,4501257;0,05;Broker;2001
56;1;1;3;1;2;2;166,617549;0,05;Broker;2002
47;1;1;3;1;2;2;147,2715006;0,05;Broker;2008
42;1;1;3;4;4;2;136,9526046;0,05;Broker;2009
63;1;1;3;1;1;2;180;0,05;Broker;2012
49;1;4;3;2;2;2;157,5249274;0,05;Broker;2014
48;1;4;3;4;4;0;154,1790949;0,05;Broker;2017
59;1;1;3;1;1;0;178,2992238;0,05;Broker;2019
65;1;1;3;2;2;2;180;0,05;Broker;2022
53;1;4;3;4;4;2;169,8367406;0,05;Broker;2023
43;1;4;3;2;2;2;134,1296826;0,05;Broker;2024
46;1;4;3;1;2;2;143,9248813;0,05;Broker;2025
60;1;4;3;1;1;2;180;0,05;Broker;2026
44;1;1;3;4;4;0;138,6022411;0,05;Broker;2027
46;1;4;3;1;1;2;145,3238467;0,05;Broker;2029
54;1;1;3;1;2;2;175,4044198;0,05;Broker;2030
51;1;1;3;1;1;2;165,1053527;0,05;Broker;2031
49;1;1;3;4;4;0;151,1546096;0,05;Broker;2037
58;1;4;3;1;1;2;177,1090893;0,05;Broker;2042
48;1;1;3;1;1;2;153,5641638;0,05;Broker;2044
47;1;1;3;1;1;0;143,5288752;0,05;Broker;2045
60;1;4;3;1;1;2;180;0,05;Broker;2046
53;1;1;3;1;1;2;168,8116023;0,05;Broker;2049
56;1;4;3;2;2;2;168,751026;0,05;Broker;2054
55;1;1;3;1;2;0;173,9056835;0,05;Broker;2059
47;1;1;3;4;4;2;148,1983079;0,05;Broker;2063
54;1;1;3;1;1;0;174,2155144;0,05;Broker;2074
44;1;1;3;4;4;0;127,6097015;0,05;Broker;2075
42;1;4;3;1;1;0;123,8542985;0,05;Broker;2080
53;1;1;3;2;2;3;158,5841771;0,05;Broker;2083
46;1;4;4;3;3;1;150,2409129;0,05;Broker;2089
44;1;4;4;3;3;1;135,2678772;0,05;Broker;2092
41;1;1;4;3;3;1;125,2458367;0,05;Broker;2099
62;1;1;4;3;3;1;180;0,05;Broker;2100
48;1;4;4;3;3;1;157,4474732;0,05;Broker;2102
43;1;1;4;3;3;1;136,9807133;0,05;Broker;2107
50;1;4;4;3;3;1;153,6193577;0,05;Broker;2108
62;1;4;4;3;3;1;180;0,05;Broker;2113
54;1;4;4;3;3;1;166,9852547;0,05;Broker;2114
61;1;4;4;3;3;1;180;0,05;Broker;2115
53;1;4;4;3;3;1;170,7807075;0,05;Broker;2117
52;1;1;4;3;3;1;170,2214566;0,05;Broker;2120
53;1;1;4;3;3;1;167,3472051;0,05;Broker;2121
55;1;1;4;3;3;0;173,3668267;0,05;Broker;2126
58;1;1;4;3;3;2;180;0,05;Broker;2128
47;1;4;4;3;3;2;147,3596874;0,05;Broker;2129
56;1;1;4;3;3;0;171,9859962;0,05;Broker;2134
54;1;4;4;3;3;2;162,1918866;0,05;Broker;2139
47;1;1;4;3;3;0;147,1323878;0,05;Broker;2141
47;1;4;4;3;3;0;150,3828802;0,05;Broker;2142
43;1;4;4;3;3;2;136,7823526;0,05;Broker;2145
42;1;4;4;3;3;0;123,8645132;0,05;Broker;2147
58;1;4;4;3;3;2;178,9063232;0,05;Broker;2152
46;1;4;4;3;3;2;131,2305501;0,05;Broker;2158
58;1;1;4;3;3;3;180;0,05;Broker;2159
50;1;1;4;3;3;2;154,7950214;0,05;Broker;2164
52;1;4;4;3;3;0;158,0893341;0,05;Broker;2167
44;1;4;4;3;3;0;135,0146179;0,05;Broker;2168
48;1;4;4;3;3;0;143,3724067;0,05;Broker;2171
45;1;4;4;3;4;1;141,4953064;0,05;Broker;2178
59;1;4;4;3;4;1;180;0,05;Broker;2179
50;1;4;4;3;4;1;163,5824517;0,05;Broker;2183
43;1;1;4;3;4;1;136,2530258;0,05;Broker;2184
43;1;1;4;3;4;1;133,8241304;0,05;Broker;2186
60;1;4;4;3;4;1;180;0,05;Broker;2188
60;1;4;4;3;4;1;180;0,05;Broker;2190
47;1;4;4;3;4;1;145,4713445;0,05;Broker;2191
45;1;4;4;3;4;1;147,9522399;0,05;Broker;2192
53;1;1;4;3;4;2;163,1965489;0,05;Broker;2197
59;1;1;4;3;4;0;180;0,05;Broker;2198
51;1;1;4;3;4;2;164,0978249;0,05;Broker;2200
46;1;4;4;3;4;2;141,8194093;0,05;Broker;2204
59;1;4;4;3;4;2;180;0,05;Broker;2206
60;1;4;4;3;4;0;178,0771235;0,05;Broker;2208
42;1;1;4;3;4;0;126,3894712;0,05;Broker;2209
63;1;1;4;3;4;2;180;0,05;Broker;2210
52;1;1;4;3;4;2;167,730741;0,05;Broker;2223
42;1;1;4;3;4;3;132,6375289;0,05;Broker;2228
50;1;4;4;3;4;2;156,0876096;0,05;Broker;2230
47;1;4;4;2;3;1;152,7465275;0,05;Broker;2231
51;1;1;4;2;3;1;155,4444903;0,05;Broker;2235
49;1;1;4;2;3;0;159,7350945;0,05;Broker;2238
58;1;4;4;2;3;2;173,6680379;0,05;Broker;2239
51;1;4;4;2;3;2;159,7500025;0,05;Broker;2240
51;1;1;4;2;3;0;150,5562875;0,05;Broker;2241
61;1;1;4;2;3;0;180;0,05;Broker;2243
44;1;1;4;2;3;2;131,5274347;0,05;Broker;2246
45;1;1;4;4;4;1;147,7925184;0,05;Broker;2247
44;1;1;4;1;1;1;138,8643095;0,05;Broker;2248
55;1;4;4;1;2;1;169,3715618;0,05;Broker;2251
48;1;4;4;2;2;1;145,744004;0,05;Broker;2259
55;1;4;4;1;1;1;167,351039;0,05;Broker;2261
46;1;4;4;2;2;1;137,8889307;0,05;Broker;2268
54;1;1;4;1;1;1;165,6894089;0,05;Broker;2271
49;1;1;4;1;1;1;152,9535645;0,05;Broker;2275
58;1;1;4;1;2;1;173,105695;0,05;Broker;2277
57;1;4;4;1;1;1;179,8104316;0,05;Broker;2282
58;1;4;4;1;1;1;175,9003065;0,05;Broker;2284
53;1;4;4;1;1;1;165,7347915;0,05;Broker;2285
51;1;4;4;1;1;1;159,3743778;0,05;Broker;2287
58;1;4;4;1;1;1;177,2787907;0,05;Broker;2290
57;1;4;4;4;4;1;180;0,05;Broker;2291
43;1;1;4;1;1;1;140,4230209;0,05;Broker;2292
58;1;4;4;1;1;1;175,3376713;0,05;Broker;2293
42;1;4;4;1;1;1;124,9117993;0,05;Broker;2297
46;1;4;4;4;4;1;140,7378124;0,05;Broker;2299
44;1;1;4;4;4;1;139,0276917;0,05;Broker;2300
43;1;1;4;1;1;1;139,0330441;0,05;Broker;2301
46;1;4;4;4;4;1;142,2492384;0,05;Broker;2304
41;1;4;4;1;2;1;131,5736239;0,05;Broker;2305
41;1;4;4;1;1;1;124,0580298;0,05;Broker;2309
51;1;1;4;1;1;1;161,3452799;0,05;Broker;2310
50;1;1;4;1;1;1;166,260298;0,05;Broker;2314
45;1;4;4;1;2;0;135,8516515;0,05;Broker;2316
41;1;4;4;4;4;3;130,6452932;0,05;Broker;2317
45;1;1;4;1;1;3;130,4049893;0,05;Broker;2319
45;1;4;4;4;4;0;140,3077076;0,05;Broker;2323
48;1;1;4;1;1;2;141,251379;0,05;Broker;2328
50;1;1;4;1;1;0;153,5557925;0,05;Broker;2329
51;1;1;4;1;1;2;156,827338;0,05;Broker;2330
46;1;4;4;1;1;2;134,6580379;0,05;Broker;2334
54;1;1;4;2;2;2;167,3854094;0,05;Broker;2341
55;1;1;4;1;1;2;166,6080794;0,05;Broker;2346
54;1;1;4;1;1;2;167,9163812;0,05;Broker;2348
44;1;1;4;4;4;0;148,1901714;0,05;Broker;2353
42;1;1;4;4;4;2;142,1274588;0,05;Broker;2355
41;1;4;4;1;1;3;135,8395877;0,05;Broker;2356
51;1;1;4;1;1;0;157,9342101;0,05;Broker;2357
46;1;4;4;4;4;0;142,9568568;0,05;Broker;2359
51;1;1;4;2;2;2;150,7630569;0,05;Broker;2360
50;1;4;4;1;1;2;170,4615063;0,05;Broker;2368
50;1;1;4;4;4;2;158,3399341;0,05;Broker;2371
64;1;1;4;1;2;2;180;0,05;Broker;2372
46;1;4;4;1;2;2;136,1914246;0,05;Broker;2379
