Age,Gender,MarStat,Housing,Educ,Inc_Gr,Children,IQ,Client,rate,cost_type,Default_flg
39,1,1,2,1,1,2,"115,99",1321,"0,05",www,0
29,1,4,1,2,2,3,"96,79",1350,"0,05",www,0
35,1,4,2,2,2,2,"113,95",1380,"0,05",www,0
31,1,1,2,4,4,0,"98,52",1393,"0,05",www,0
34,1,1,2,2,2,0,"113,04",1441,"0,05",www,0
31,1,1,1,1,1,2,"101,12",1518,"0,05",www,0
38,1,1,1,4,4,2,"110,65",1563,"0,05",www,0
30,1,1,2,4,4,2,"93,26",1683,"0,05",www,0
33,1,4,1,4,4,0,"99,78",1923,"0,05",www,0
28,1,1,2,1,1,2,"88,55",1976,"0,05",www,0
33,1,4,1,2,2,2,"101,26",1982,"0,05",www,0
34,1,4,1,4,4,2,"112,29",2079,"0,05",www,0
30,1,4,2,2,2,2,"100,07",2242,"0,05",www,0
34,1,1,2,1,1,2,"107,65",2369,"0,05",www,0
31,1,4,2,2,2,0,"106,93",2486,"0,05",www,0
36,1,1,2,4,4,0,"111,87",2770,"0,05",www,0
37,1,4,1,1,1,2,"109,79",2783,"0,05",www,0
34,1,4,2,4,4,2,"108,41",2785,"0,05",www,1
35,1,4,1,2,2,2,"113,21",2810,"0,05",www,0
32,1,1,2,1,1,2,"106,50",2814,"0,05",www,0
29,1,4,1,1,1,2,"100,37",2873,"0,05",www,0
32,1,1,2,4,4,0,"94,74",2895,"0,05",www,0
34,1,1,1,2,2,0,"114,69",3358,"0,05",www,0
38,1,1,2,1,2,2,"109,36",3584,"0,05",www,0
35,1,1,1,1,1,2,"104,62",3976,"0,05",www,0
37,1,4,2,1,2,3,"112,63",3991,"0,05",www,0
33,1,4,1,1,1,2,"110,89",4042,"0,05",www,0
36,1,1,1,1,1,2,"114,72",4089,"0,05",www,0
37,1,4,1,1,2,2,"115,44",4116,"0,05",www,0
29,1,1,1,1,1,2,"95,19",4290,"0,05",www,1
35,1,1,2,1,2,2,"109,79",4320,"0,05",www,1
31,1,4,1,1,1,2,"100,17",4389,"0,05",www,0
31,1,4,2,2,2,2,"103,21",4437,"0,05",www,0
28,1,1,2,4,4,2,"92,51",4498,"0,05",www,0
31,1,1,1,1,1,2,"104,64",4790,"0,05",www,0
33,1,4,1,4,4,2,"100,10",4907,"0,05",www,0
34,1,4,2,1,2,2,"102,11",4927,"0,05",www,0
29,1,1,1,1,2,0,"83,26",5147,"0,05",www,0
32,1,1,1,2,2,2,"102,15",5362,"0,05",www,0
32,1,4,2,1,1,0,"105,16",5620,"0,05",www,0
30,1,4,1,2,2,2,"95,97",5670,"0,05",www,0
36,1,4,1,2,2,3,"111,48",5709,"0,05",www,0
34,1,1,1,1,2,2,"107,61",5715,"0,05",www,0
29,1,4,2,1,1,0,"90,31",5779,"0,05",www,0
35,1,4,1,1,2,2,"112,75",6053,"0,05",www,0
31,1,1,2,1,1,0,"90,71",6071,"0,05",www,0
29,1,1,1,2,2,0,"97,55",6182,"0,05",www,0
34,1,4,2,4,4,2,"102,38",6254,"0,05",www,0
35,1,4,1,1,2,0,"107,52",6405,"0,05",www,0
36,1,1,2,1,2,2,"115,82",6551,"0,05",www,0
30,1,1,2,1,1,2,"104,42",6896,"0,05",www,0
28,1,4,1,4,4,2,"88,67",6908,"0,05",www,0
28,1,1,2,1,1,2,"91,04",7023,"0,05",www,0
30,1,1,2,4,4,0,"90,41",7141,"0,05",www,0
33,1,1,2,2,2,0,"108,16",7286,"0,05",www,1
32,1,4,1,4,4,2,"91,86",7301,"0,05",www,0
32,1,1,2,1,1,2,"100,02",7519,"0,05",www,0
34,1,1,1,1,2,0,"98,90",7569,"0,05",www,0
35,1,4,1,1,2,2,"113,26",7608,"0,05",www,0
33,1,1,1,1,1,2,"98,52",7749,"0,05",www,0
31,1,4,1,4,4,0,"87,29",7783,"0,05",www,0
31,1,4,1,1,1,2,"107,48",7804,"0,05",www,1
37,1,1,1,1,1,2,"111,58",7870,"0,05",www,0
35,1,1,2,2,2,2,"104,10",7945,"0,05",www,0
28,1,4,2,1,1,2,"91,63",7977,"0,05",www,0
30,1,1,2,2,2,0,"90,55",8211,"0,05",www,0
32,1,4,2,1,2,2,"100,39",8243,"0,05",www,0
34,1,1,2,1,2,0,"108,87",8308,"0,05",www,0
28,1,4,1,4,4,2,"89,82",8436,"0,05",www,0
36,1,1,1,1,2,0,"110,48",8615,"0,05",www,0
29,1,1,1,4,4,2,"97,86",8960,"0,05",www,0
31,1,1,1,4,4,2,"103,97",9059,"0,05",www,0
30,1,1,2,4,4,2,"110,38",9119,"0,05",www,0
39,1,4,2,2,2,0,"114,42",9334,"0,05",www,0
35,1,4,2,1,2,2,"109,84",9526,"0,05",www,0
33,1,4,2,1,2,2,"111,71",9768,"0,05",www,0
33,1,4,2,4,4,2,"107,58",9861,"0,05",www,0
34,1,1,3,3,3,1,"110,29",387,"0,05",www,0
37,1,4,3,3,3,1,"110,54",2042,"0,05",www,0
31,1,1,3,3,3,1,"93,10",2372,"0,05",www,0
30,1,4,3,3,3,1,"108,96",3622,"0,05",www,0
36,1,1,3,3,3,1,"112,49",5318,"0,05",www,0
30,1,1,3,3,3,1,"97,45",6267,"0,05",www,0
34,1,4,3,3,3,1,"105,27",6343,"0,05",www,0
31,1,4,3,3,3,1,"98,11",6851,"0,05",www,0
31,1,1,3,3,3,1,"108,59",7192,"0,05",www,0
33,1,4,3,3,3,1,"104,06",8064,"0,05",www,0
39,1,4,3,3,3,0,"115,84",511,"0,05",www,0
28,1,1,3,3,3,0,"83,27",1202,"0,05",www,0
36,1,1,3,3,3,0,"113,74",1806,"0,05",www,0
35,1,4,3,3,3,2,"102,13",2071,"0,05",www,0
35,1,1,3,3,3,0,"115,89",2092,"0,05",www,0
34,1,4,3,3,3,2,"105,82",2436,"0,05",www,0
37,1,4,3,3,3,2,"108,60",2986,"0,05",www,0
36,1,4,3,3,3,2,"106,53",3055,"0,05",www,0
32,1,1,3,3,3,2,"101,10",3529,"0,05",www,0
29,1,4,3,3,3,2,"92,71",3709,"0,05",www,0
32,1,1,3,3,3,2,"101,66",4147,"0,05",www,0
35,1,4,3,3,3,2,"102,66",4294,"0,05",www,0
32,1,1,3,3,3,2,"96,76",4386,"0,05",www,0
33,1,4,3,3,3,2,"105,15",4987,"0,05",www,0
32,1,4,3,3,3,2,"102,39",5219,"0,05",www,0
31,1,1,3,3,3,2,"98,95",5442,"0,05",www,0
32,1,1,3,3,3,2,"105,25",5674,"0,05",www,0
34,1,1,3,3,3,2,"104,91",6458,"0,05",www,0
29,1,1,3,3,3,2,"92,32",7053,"0,05",www,0
28,1,4,3,3,3,0,"94,59",7785,"0,05",www,0
31,1,4,3,3,3,2,"94,17",7942,"0,05",www,0
34,1,4,3,3,3,3,"108,23",8514,"0,05",www,1
34,1,4,3,3,3,0,"106,77",8665,"0,05",www,0
38,1,1,3,3,3,0,"113,58",8690,"0,05",www,0
34,1,4,3,3,4,1,"100,65",5,"0,05",www,0
35,1,1,3,3,4,1,"114,68",4728,"0,05",www,0
31,1,4,3,3,4,1,"97,55",8274,"0,05",www,0
31,1,1,3,3,4,1,"102,33",8477,"0,05",www,0
30,1,4,3,3,4,2,"99,22",469,"0,05",www,0
34,1,1,3,3,4,2,"104,13",695,"0,05",www,0
30,1,1,3,3,4,2,"95,18",994,"0,05",www,0
32,1,1,3,3,4,2,"97,43",1184,"0,05",www,0
34,1,4,3,3,4,2,"103,95",1464,"0,05",www,0
30,1,4,3,3,4,2,"93,88",1538,"0,05",www,0
35,1,1,3,3,4,0,"112,97",1640,"0,05",www,0
32,1,4,3,3,4,2,"110,37",1968,"0,05",www,0
28,1,4,3,3,4,2,"97,30",2365,"0,05",www,0
37,1,4,3,3,4,2,"114,75",3684,"0,05",www,0
32,1,1,3,3,4,2,"101,30",3817,"0,05",www,0
31,1,1,3,3,4,0,"94,75",3878,"0,05",www,0
30,1,1,3,3,4,2,"98,50",4341,"0,05",www,0
37,1,4,3,3,4,2,"109,49",4397,"0,05",www,0
32,1,4,3,3,4,2,"97,94",4893,"0,05",www,0
31,1,4,3,3,4,2,"97,27",5062,"0,05",www,0
36,1,4,3,3,4,2,"112,65",5078,"0,05",www,0
35,1,1,3,3,4,2,"111,12",5238,"0,05",www,0
31,1,4,3,3,4,0,"106,27",6400,"0,05",www,0
30,1,1,3,3,4,0,"98,76",6601,"0,05",www,0
28,1,4,3,3,4,2,"93,79",7805,"0,05",www,0
37,1,4,3,3,4,2,"115,84",7918,"0,05",www,0
35,1,4,3,3,4,2,"105,70",7992,"0,05",www,0
30,1,1,3,2,3,1,"93,05",7724,"0,05",www,0
38,1,4,3,2,3,0,"115,35",377,"0,05",www,0
32,1,4,3,2,3,2,"105,83",990,"0,05",www,0
39,1,1,3,2,3,2,"112,15",1542,"0,05",www,0
33,1,1,3,2,3,0,"107,10",2138,"0,05",www,0
31,1,4,3,2,3,0,"97,61",2488,"0,05",www,0
36,1,4,3,2,3,3,"112,46",4797,"0,05",www,0
35,1,4,3,2,3,2,"113,59",6033,"0,05",www,0
37,1,1,3,2,3,0,"113,85",6558,"0,05",www,0
29,1,1,3,2,3,2,"89,60",8641,"0,05",www,0
35,1,4,3,2,3,0,"110,54",8643,"0,05",www,0
39,1,1,3,1,1,1,"114,12",193,"0,05",www,0
32,1,4,3,1,2,1,"106,63",884,"0,05",www,0
30,1,1,3,2,2,1,"101,94",1558,"0,05",www,0
31,1,4,3,2,2,1,"103,30",1831,"0,05",www,0
29,1,1,3,1,2,1,"89,35",3065,"0,05",www,0
28,1,4,3,1,2,1,"91,27",3184,"0,05",www,0
30,1,4,3,4,4,1,"90,64",3365,"0,05",www,0
36,1,4,3,1,1,1,"114,54",3585,"0,05",www,0
37,1,1,3,2,2,1,"111,98",3711,"0,05",www,0
28,1,1,3,1,1,1,"90,86",3962,"0,05",www,0
35,1,4,3,1,1,1,"103,74",4205,"0,05",www,0
34,1,4,3,4,4,1,"101,67",4282,"0,05",www,0
34,1,1,3,1,1,1,"111,51",4297,"0,05",www,0
29,1,4,3,4,4,1,"90,72",4307,"0,05",www,0
33,1,1,3,1,1,1,"112,46",4788,"0,05",www,0
32,1,4,3,4,4,1,"102,36",5235,"0,05",www,0
32,1,4,3,1,1,1,"106,32",5924,"0,05",www,0
34,1,1,3,4,4,1,"101,03",6326,"0,05",www,0
28,1,4,3,2,2,1,"83,81",6651,"0,05",www,0
29,1,4,3,1,1,1,"97,31",7109,"0,05",www,0
36,1,1,3,2,2,1,"109,62",7762,"0,05",www,0
33,1,1,3,1,1,1,"102,44",8162,"0,05",www,0
34,1,4,3,4,4,1,"106,15",8953,"0,05",www,0
32,1,4,3,1,1,1,"98,94",8965,"0,05",www,0
36,1,1,3,1,1,1,"114,30",9139,"0,05",www,0
31,1,4,3,1,1,1,"96,26",9537,"0,05",www,0
30,1,4,3,1,1,2,"95,67",153,"0,05",www,0
32,1,1,3,4,4,2,"101,01",270,"0,05",www,0
34,1,1,3,2,2,0,"110,97",286,"0,05",www,0
30,1,4,3,1,1,2,"90,21",640,"0,05",www,0
29,1,1,3,2,2,2,"82,54",682,"0,05",www,0
28,1,1,3,1,2,0,"93,60",711,"0,05",www,0
35,1,1,3,1,2,0,"110,41",774,"0,05",www,0
34,1,4,3,1,1,2,"110,69",786,"0,05",www,0
28,1,1,3,1,1,2,"100,24",814,"0,05",www,0
37,1,4,3,4,4,2,"107,48",846,"0,05",www,0
35,1,1,3,1,1,3,"111,19",1013,"0,05",www,0
37,1,1,3,1,1,0,"107,83",1044,"0,05",www,0
34,1,4,3,1,1,0,"105,04",1153,"0,05",www,0
35,1,4,3,1,2,0,"105,80",1457,"0,05",www,0
32,1,4,3,1,2,0,"102,62",1911,"0,05",www,1
34,1,4,3,1,2,2,"106,39",2177,"0,05",www,0
28,1,4,3,2,2,3,"88,57",2195,"0,05",www,0
29,1,1,3,2,2,2,"95,78",2420,"0,05",www,0
34,1,4,3,4,4,2,"107,86",2590,"0,05",www,0
30,1,1,3,1,2,0,"94,92",2843,"0,05",www,0
33,1,1,3,4,4,2,"104,30",2909,"0,05",www,0
29,1,1,3,2,2,2,"82,85",2949,"0,05",www,0
32,1,1,3,1,1,0,"101,12",3000,"0,05",www,0
36,1,4,3,2,2,2,"111,93",3254,"0,05",www,0
34,1,4,3,4,4,0,"114,47",3276,"0,05",www,0
35,1,4,3,1,2,2,"107,48",3720,"0,05",www,0
30,1,4,3,4,4,2,"90,27",3743,"0,05",www,0
31,1,4,3,2,2,2,"97,25",3770,"0,05",www,0
33,1,1,3,4,4,2,"107,27",3777,"0,05",www,0
32,1,1,3,1,1,2,"97,74",4150,"0,05",www,0
30,1,4,3,4,4,2,"93,65",4424,"0,05",www,0
29,1,4,3,1,1,2,"95,43",4609,"0,05",www,0
31,1,1,3,2,2,2,"105,36",4613,"0,05",www,0
31,1,1,3,1,1,2,"99,92",5433,"0,05",www,0
33,1,4,3,1,1,2,"109,21",5517,"0,05",www,0
29,1,4,3,1,1,0,"97,35",5721,"0,05",www,0
28,1,1,3,4,4,0,"96,28",6083,"0,05",www,0
31,1,1,3,1,2,2,"97,83",6499,"0,05",www,0
30,1,4,3,1,1,2,"100,68",6885,"0,05",www,0
30,1,4,3,1,1,2,"89,80",6891,"0,05",www,0
36,1,1,3,1,1,2,"112,88",7131,"0,05",www,0
32,1,4,3,1,2,3,"95,92",7178,"0,05",www,0
31,1,4,3,4,4,2,"100,81",7504,"0,05",www,0
34,1,4,3,1,1,2,"106,16",7657,"0,05",www,0
36,1,1,3,4,4,2,"112,39",8124,"0,05",www,0
35,1,4,3,4,4,2,"107,67",8694,"0,05",www,0
34,1,4,3,1,1,2,"113,28",8723,"0,05",www,0
32,1,1,3,1,1,2,"96,85",8810,"0,05",www,0
29,1,4,3,2,2,2,"80,38",9111,"0,05",www,0
36,1,4,3,1,1,0,"103,23",9472,"0,05",www,1
35,1,4,3,2,2,2,"114,78",9567,"0,05",www,0
29,1,4,4,3,3,1,"87,19",255,"0,05",www,0
36,1,4,4,3,3,1,"113,24",1259,"0,05",www,0
33,1,4,4,3,3,1,"106,06",1450,"0,05",www,0
35,1,4,4,3,3,1,"114,94",1855,"0,05",www,0
32,1,4,4,3,3,1,"104,45",2350,"0,05",www,0
31,1,4,4,3,3,1,"104,78",2673,"0,05",www,0
39,1,4,4,3,3,1,"114,67",3596,"0,05",www,0
31,1,1,4,3,3,1,"100,71",4533,"0,05",www,0
31,1,1,4,3,3,1,"100,04",5357,"0,05",www,0
32,1,1,4,3,3,1,"98,10",6292,"0,05",www,0
35,1,1,4,3,3,1,"104,81",6584,"0,05",www,0
35,1,4,4,3,3,1,"104,19",6595,"0,05",www,0
32,1,4,4,3,3,1,"104,85",6612,"0,05",www,0
33,1,1,4,3,3,1,"100,52",8146,"0,05",www,0
33,1,4,4,3,3,2,"98,50",16,"0,05",www,0
28,1,4,4,3,3,2,"86,14",249,"0,05",www,0
35,1,4,4,3,3,2,"108,18",279,"0,05",www,0
34,1,4,4,3,3,0,"100,79",530,"0,05",www,0
31,1,1,4,3,3,0,"93,93",1556,"0,05",www,0
31,1,1,4,3,3,0,"100,92",1598,"0,05",www,0
37,1,4,4,3,3,2,"115,44",3152,"0,05",www,0
37,1,4,4,3,3,2,"115,85",3230,"0,05",www,0
35,1,4,4,3,3,2,"112,98",3509,"0,05",www,0
35,1,1,4,3,3,0,"107,52",4094,"0,05",www,0
30,1,1,4,3,3,2,"92,05",4817,"0,05",www,0
30,1,1,4,3,3,2,"95,85",4847,"0,05",www,0
33,1,4,4,3,3,0,"103,83",5096,"0,05",www,0
31,1,1,4,3,3,2,"97,71",5250,"0,05",www,0
31,1,1,4,3,3,2,"104,57",5652,"0,05",www,0
28,1,4,4,3,3,2,"90,18",5714,"0,05",www,0
31,1,1,4,3,3,0,"99,96",5728,"0,05",www,0
28,1,4,4,3,3,2,"89,22",6506,"0,05",www,0
28,1,4,4,3,3,0,"94,71",6640,"0,05",www,0
36,1,1,4,3,3,0,"103,32",6676,"0,05",www,0
32,1,1,4,3,3,0,"105,18",7176,"0,05",www,0
35,1,4,4,3,3,2,"106,66",7309,"0,05",www,0
34,1,1,4,3,3,0,"102,09",7728,"0,05",www,0
32,1,4,4,3,3,0,"98,10",8485,"0,05",www,0
36,1,1,4,3,3,2,"111,84",8560,"0,05",www,0
32,1,1,4,3,3,2,"104,97",9410,"0,05",www,0
30,1,1,4,3,3,2,"94,89",9501,"0,05",www,0
33,1,1,4,3,4,1,"101,34",4298,"0,05",www,0
29,1,4,4,3,4,1,"93,14",4825,"0,05",www,0
30,1,1,4,3,4,1,"93,38",5254,"0,05",www,0
37,1,4,4,3,4,1,"110,95",5940,"0,05",www,0
32,1,1,4,3,4,1,"105,90",7137,"0,05",www,0
35,1,1,4,3,4,1,"114,92",7622,"0,05",www,0
29,1,4,4,3,4,1,"86,08",7707,"0,05",www,0
30,1,4,4,3,4,1,"94,65",7984,"0,05",www,0
30,1,1,4,3,4,2,"91,67",1869,"0,05",www,0
29,1,1,4,3,4,2,"91,01",1955,"0,05",www,0
28,1,4,4,3,4,2,"89,89",3526,"0,05",www,0
36,1,4,4,3,4,2,"112,86",5912,"0,05",www,0
36,1,4,4,3,4,2,"113,21",6730,"0,05",www,0
32,1,4,4,3,4,2,"96,16",7111,"0,05",www,0
35,1,1,4,3,4,0,"110,31",8277,"0,05",www,0
31,1,4,4,3,4,2,"106,57",8625,"0,05",www,0
31,1,4,4,3,4,2,"97,52",8912,"0,05",www,0
31,1,4,4,3,4,0,"102,14",9631,"0,05",www,0
29,1,4,4,2,3,1,"92,92",6046,"0,05",www,0
29,1,4,4,2,3,1,"91,71",6856,"0,05",www,0
30,1,4,4,2,3,3,"92,01",1527,"0,05",www,0
35,1,1,4,2,3,2,"112,86",4895,"0,05",www,0
31,1,4,4,2,3,0,"109,10",5319,"0,05",www,0
33,1,1,4,2,3,2,"100,56",5730,"0,05",www,0
28,1,4,4,1,2,1,"91,21",424,"0,05",www,0
37,1,4,4,4,4,1,"112,98",649,"0,05",www,0
33,1,4,4,1,1,1,"106,12",2125,"0,05",www,0
32,1,4,4,1,2,1,"111,53",2419,"0,05",www,0
29,1,1,4,4,4,1,"91,59",3135,"0,05",www,0
31,1,1,4,1,2,1,"97,17",4325,"0,05",www,0
36,1,4,4,1,2,1,"114,84",4349,"0,05",www,0
34,1,1,4,1,1,1,"106,85",4669,"0,05",www,0
35,1,1,4,1,1,1,"109,14",5371,"0,05",www,0
35,1,4,4,1,2,1,"110,99",6912,"0,05",www,0
30,1,4,4,2,2,1,"98,14",7385,"0,05",www,0
33,1,1,4,1,1,1,"100,41",7458,"0,05",www,0
29,1,1,4,1,1,1,"93,92",7472,"0,05",www,0
33,1,1,4,1,1,1,"102,41",7640,"0,05",www,0
34,1,1,4,1,1,1,"110,47",7905,"0,05",www,0
29,1,1,4,2,2,1,"95,81",8617,"0,05",www,0
32,1,4,4,1,1,1,"103,17",8771,"0,05",www,0
34,1,1,4,1,2,1,"112,02",9679,"0,05",www,0
29,1,4,4,1,2,0,"91,69",21,"0,05",www,0
29,1,4,4,4,4,2,"87,06",66,"0,05",www,0
30,1,1,4,4,4,0,"104,43",103,"0,05",www,0
30,1,1,4,4,4,2,"90,71",343,"0,05",www,0
30,1,4,4,1,2,0,"89,76",496,"0,05",www,0
30,1,4,4,4,4,0,"95,75",554,"0,05",www,0
31,1,4,4,4,4,2,"111,90",597,"0,05",www,0
30,1,4,4,1,1,2,"99,13",992,"0,05",www,0
33,1,4,4,1,1,2,"98,61",1242,"0,05",www,0
32,1,4,4,2,2,2,"98,62",1398,"0,05",www,0
34,1,1,4,2,2,0,"111,09",1844,"0,05",www,0
34,1,1,4,1,1,2,"104,54",2840,"0,05",www,0
33,1,4,4,1,1,0,"98,94",3553,"0,05",www,0
29,1,4,4,2,2,2,"91,11",3887,"0,05",www,0
31,1,1,4,2,2,2,"98,71",4011,"0,05",www,0
37,1,4,4,1,1,0,"108,95",4050,"0,05",www,0
33,1,1,4,1,2,0,"112,25",4230,"0,05",www,0
35,1,1,4,1,2,2,"111,43",4380,"0,05",www,0
35,1,4,4,1,1,2,"104,23",4981,"0,05",www,0
28,1,4,4,1,2,0,"93,85",5315,"0,05",www,0
32,1,4,4,1,2,2,"100,75",5457,"0,05",www,0
34,1,4,4,4,4,0,"104,34",6076,"0,05",www,0
32,1,4,4,1,1,2,"93,33",6088,"0,05",www,0
36,1,4,4,1,2,2,"111,92",6153,"0,05",www,0
33,1,1,4,2,2,0,"100,90",6534,"0,05",www,0
37,1,1,4,1,1,2,"112,60",7070,"0,05",www,0
34,1,4,4,1,1,2,"103,44",7122,"0,05",www,0
37,1,4,4,1,1,2,"108,03",7395,"0,05",www,0
31,1,1,4,4,4,2,"93,28",7451,"0,05",www,0
35,1,4,4,4,4,2,"107,41",7492,"0,05",www,0
33,1,4,4,4,4,2,"105,96",8285,"0,05",www,0
28,1,4,4,1,1,0,"89,07",8520,"0,05",www,0
31,1,1,4,1,1,0,"103,35",8863,"0,05",www,0
32,1,4,4,4,4,2,"103,01",9145,"0,05",www,0
36,1,4,4,4,4,2,"115,65",9485,"0,05",www,0
36,1,1,4,1,2,3,"109,61",9741,"0,05",www,0
28,1,1,4,4,4,2,"90,80",9782,"0,05",www,0
29,1,3,2,3,3,1,"97,53",25,"0,05",www,0
31,1,3,2,3,3,1,"111,81",949,"0,05",www,0
36,1,3,2,3,3,1,"112,23",2097,"0,05",www,0
29,1,3,1,3,3,1,"99,43",3120,"0,05",www,0
32,1,3,1,3,3,1,"110,06",3259,"0,05",www,0
28,1,3,2,3,3,1,"91,68",6114,"0,05",www,0
30,1,3,2,3,3,1,"98,09",7522,"0,05",www,0
34,1,3,2,3,3,1,"105,72",8013,"0,05",www,0
28,1,3,2,3,3,1,"97,69",8847,"0,05",www,0
35,1,3,1,3,3,1,"110,62",9397,"0,05",www,0
31,1,3,1,3,3,0,"95,29",532,"0,05",www,0
33,1,3,1,3,3,2,"102,92",1344,"0,05",www,0
31,1,3,1,3,3,0,"97,10",1794,"0,05",www,0
37,1,3,1,3,3,2,"115,44",2265,"0,05",www,0
31,1,3,2,3,3,2,"97,54",3166,"0,05",www,0
29,1,3,2,3,3,0,"88,91",4252,"0,05",www,0
30,1,3,2,3,3,2,"94,68",4268,"0,05",www,0
30,1,3,1,3,3,2,"100,82",4336,"0,05",www,0
28,1,3,1,3,3,2,"94,09",4815,"0,05",www,0
32,1,3,1,3,3,2,"97,21",4941,"0,05",www,0
28,1,3,2,3,3,0,"94,54",6375,"0,05",www,0
32,1,3,1,3,3,2,"98,36",9049,"0,05",www,0
38,1,3,2,3,3,2,"114,24",9156,"0,05",www,0
28,1,3,2,3,3,0,"81,21",9374,"0,05",www,0
32,1,3,1,3,3,2,"98,74",9545,"0,05",www,0
31,1,3,2,3,4,1,"93,45",50,"0,05",www,0
30,1,3,2,3,4,1,"104,84",330,"0,05",www,0
37,1,3,1,3,4,1,"115,27",855,"0,05",www,0
32,1,3,1,3,4,1,"88,32",1213,"0,05",www,0
30,1,3,2,3,4,1,"88,84",1983,"0,05",www,0
31,1,3,1,3,4,1,"100,65",2011,"0,05",www,0
31,1,3,2,3,4,1,"93,76",2380,"0,05",www,0
29,1,3,2,3,4,1,"95,49",8223,"0,05",www,0
29,1,3,2,3,4,2,"94,19",365,"0,05",www,0
36,1,3,1,3,4,2,"111,94",393,"0,05",www,0
32,1,3,1,3,4,2,"109,36",1015,"0,05",www,0
29,1,3,2,3,4,0,"86,47",1810,"0,05",www,0
35,1,3,1,3,4,2,"109,71",3265,"0,05",www,0
29,1,3,2,3,4,0,"103,99",3388,"0,05",www,0
30,1,3,2,3,4,0,"94,58",4718,"0,05",www,0
36,1,3,2,3,4,0,"112,01",5759,"0,05",www,0
34,1,3,1,3,4,2,"105,73",5793,"0,05",www,0
34,1,3,1,3,4,2,"111,83",5980,"0,05",www,0
35,1,3,2,3,4,0,"101,57",8552,"0,05",www,0
33,1,3,2,2,3,1,"100,83",1172,"0,05",www,0
35,1,3,1,2,3,1,"114,53",3379,"0,05",www,0
28,1,3,1,2,3,2,"85,86",2269,"0,05",www,0
33,1,3,1,2,3,2,"98,12",4114,"0,05",www,0
28,1,3,1,2,3,2,"85,34",6482,"0,05",www,0
31,1,3,1,2,3,3,"93,26",9966,"0,05",www,0
34,1,3,1,4,4,1,"105,10",36,"0,05",www,0
28,1,3,2,1,1,1,"85,43",950,"0,05",www,0
36,1,3,1,1,1,1,"115,35",1748,"0,05",www,0
30,1,3,2,4,4,1,"101,84",1985,"0,05",www,0
29,1,3,1,1,2,1,"84,04",2545,"0,05",www,0
35,1,3,2,4,4,1,"113,83",2822,"0,05",www,0
35,1,3,2,4,4,1,"110,42",3899,"0,05",www,0
30,1,3,2,4,4,1,"91,89",3946,"0,05",www,0
32,1,3,1,4,4,1,"94,89",4513,"0,05",www,0
32,1,3,2,4,4,1,"98,36",4980,"0,05",www,0
33,1,3,2,1,2,1,"108,94",5587,"0,05",www,0
34,1,3,1,1,1,1,"106,33",5691,"0,05",www,0
33,1,3,1,4,4,1,"104,76",5917,"0,05",www,0
34,1,3,1,1,1,1,"108,84",5996,"0,05",www,0
34,1,3,1,1,2,1,"112,82",6438,"0,05",www,1
31,1,3,2,1,1,1,"96,50",7927,"0,05",www,0
30,1,3,2,1,1,1,"92,53",8516,"0,05",www,1
37,1,3,1,4,4,1,"112,75",8612,"0,05",www,0
36,1,3,1,1,2,1,"106,96",8885,"0,05",www,0
35,1,3,2,1,1,1,"109,70",9943,"0,05",www,0
33,1,3,2,1,1,2,"102,36",117,"0,05",www,0
33,1,3,2,1,2,2,"105,97",273,"0,05",www,0
34,1,3,1,1,1,2,"113,04",333,"0,05",www,0
32,1,3,1,1,1,2,"99,34",756,"0,05",www,0
31,1,3,2,2,2,2,"92,05",939,"0,05",www,0
36,1,3,1,4,4,0,"107,90",1059,"0,05",www,0
31,1,3,1,1,1,2,"96,80",1409,"0,05",www,0
35,1,3,1,1,2,2,"104,53",1515,"0,05",www,0
37,1,3,1,1,1,2,"111,15",1681,"0,05",www,0
33,1,3,2,1,1,2,"107,31",1778,"0,05",www,0
35,1,3,1,1,1,2,"109,67",2024,"0,05",www,0
29,1,3,2,2,2,2,"87,26",2688,"0,05",www,0
37,1,3,2,1,1,0,"115,83",2761,"0,05",www,0
32,1,3,2,1,1,3,"106,70",2892,"0,05",www,0
34,1,3,2,1,1,0,"103,68",2893,"0,05",www,0
32,1,3,1,1,1,2,"89,73",3080,"0,05",www,0
29,1,3,2,4,4,2,"103,34",3153,"0,05",www,0
35,1,3,2,1,2,2,"105,46",3733,"0,05",www,0
31,1,3,1,2,2,3,"99,84",3773,"0,05",www,0
36,1,3,1,1,1,2,"110,21",4713,"0,05",www,0
38,1,3,1,2,2,3,"112,34",4824,"0,05",www,0
32,1,3,2,4,4,2,"102,86",5326,"0,05",www,0
29,1,3,2,1,1,2,"90,49",5380,"0,05",www,0
34,1,3,2,2,2,2,"101,37",5491,"0,05",www,0
30,1,3,2,1,1,2,"99,96",5552,"0,05",www,0
36,1,3,1,1,1,2,"114,39",5574,"0,05",www,0
34,1,3,1,1,1,2,"108,02",5795,"0,05",www,0
29,1,3,1,4,4,0,"92,12",5895,"0,05",www,0
32,1,3,2,1,1,2,"91,63",5986,"0,05",www,0
31,1,3,1,1,1,0,"97,51",6317,"0,05",www,0
29,1,3,1,4,4,3,"95,43",6451,"0,05",www,0
28,1,3,2,2,2,2,"81,52",6517,"0,05",www,0
34,1,3,1,2,2,2,"111,81",6627,"0,05",www,0
32,1,3,2,1,1,0,"101,17",6672,"0,05",www,0
32,1,3,1,1,1,2,"108,12",6837,"0,05",www,0
